PASSENGERS,FREIGHT,UNIQUE_CARRIER_NAME,DEST_CITY_NAME,YEAR,MONTH
0,0,ABX Air Inc,"Allentown/Bethlehem/Easton, PA",2021,6
0,0,Air Transport International,"Dallas/Fort Worth, TX",2021,2
0,0,Air Transport International,"Rochester, NY",2021,2
0,0,Ameristar Air Cargo,"Memphis, TN",2021,1
0,0,Ameristar Air Cargo,"Plattsburgh, NY",2021,1
0,0,Ameristar Air Cargo,"Rome, NY",2021,1
0,0,Atlas Air Inc.,"Cincinnati, OH",2021,1
0,0,Atlas Air Inc.,"Memphis, TN",2021,12
0,0,Atlas Air Inc.,"Miami, FL",2021,4
0,0,Atlas Air Inc.,"Miami, FL",2021,7
0,0,Atlas Air Inc.,"Miami, FL",2021,8
0,0,Atlas Air Inc.,"Miami, FL",2021,10
0,0,Atlas Air Inc.,"Miami, FL",2021,11
0,0,Atlas Air Inc.,"New York, NY",2021,3
0,0,Atlas Air Inc.,"New York, NY",2021,3
0,0,Atlas Air Inc.,"New York, NY",2021,12
0,0,Atlas Air Inc.,"Portland, OR",2021,7
0,0,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,"Albany, NY",2021,10
0,0,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,"Allentown/Bethlehem/Easton, PA",2021,4
0,0,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,"Beckley, WV",2021,6
0,0,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,"Bedford, MA",2021,5
0,0,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,"Bedford, MA",2021,6
0,0,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,"Bedford, MA",2021,9
0,0,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,"Bedford, MA",2021,11
0,0,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,"Belmar/Farmingdale, NJ",2021,1
